Matrícula_empregado,Sexo,Escolaridade,Satisfação_clientes_média,Absenteísmo,Distância_trabalho,Qtde_filhos,Idade,Experiência_vendas,DISC_Dominância,DISC_Influência,DISC_Estabilidade,DISC_Conformidade,Perfil_Comunicador,Perfil_Executor,Perfil_Analista,Perfil_Planejador
3674285,F,Médio,"6,00","5,1%","15,60","0,00","26,00","0,50","2,00","1,00","2,00","0,00","6,00","6,00","7,00","0,00"
1806098,F,Superior,"7,00","2,7%","22,20","3,00","30,00","0,50","2,00","4,00","4,00","0,00","7,00","5,00","8,00","2,00"
8925560,M,Médio,"8,00","4,8%","15,20","1,00","27,00","0,90","4,00","4,00","2,00","3,00","6,00","4,00","2,00","6,00"
9611921,M,Médio,"7,00","0,5%","27,20","2,00","25,00","4,80","4,00","3,00","2,00","1,00","7,00","6,00","4,00","2,00"
5352334,F,Médio,"7,00","6,9%","40,10","0,00","26,00","1,80","5,00","4,00","2,00","0,00","5,00","7,00","1,00","2,00"
1667136,M,Superior,"7,00","3,1%","13,00","0,00","29,00","3,30","3,00","3,00","2,00","2,00","8,00","5,00","3,00","4,00"
6739007,M,Médio,"8,00","2,4%","21,10","0,00","25,00","0,80","1,00","4,00","2,00","1,00","7,00","2,00","5,00","0,00"
7470390,F,Médio,"5,00","3,8%","13,80","2,00","25,00","3,10","2,00","2,00","3,00","3,00","3,00","7,00","6,00","9,00"
1855307,M,Médio,"8,00","3,7%","15,00","0,00","30,00","0,60","3,00","4,00","2,00","0,00","6,00","7,00","1,00","2,00"
1870649,M,Médio,"8,00","5,3%","23,40","2,00","29,00","2,90","3,00","3,00","2,00","2,00","7,00","7,00","5,00","0,00"
6726074,F,Médio,"7,00","4,9%","12,30","3,00","27,00","0,60","4,00","4,00","2,00","0,00","5,00","4,00","2,00","6,00"
8298303,M,Médio,"8,00","3,7%","24,10","2,00","29,00","3,00","3,00","4,00","2,00","2,00","9,00","7,00","6,00","9,00"
2025808,F,Médio,"7,00","4,4%","29,40","0,00","27,00","3,70","3,00","2,00","0,00","1,00","4,00","8,00","3,00","0,00"
3284878,M,Médio,"5,00","1,0%","21,90","1,00","30,00","0,30","4,00","2,00","4,00","3,00","2,00","2,00","7,00","4,00"
7019072,M,Superior,"5,00","4,5%","20,60","0,00","29,00","3,60","3,00","2,00","3,00","3,00","6,00","4,00","7,00","8,00"
5524235,M,Médio,"6,00","3,6%","15,50","1,00","25,00","1,40","3,00","2,00","2,00","0,00","4,00","7,00","6,00","5,00"
1824862,M,Médio,"5,00","1,6%","35,50","3,00","29,00","0,30","0,00","2,00","2,00","4,00","6,00","2,00","5,00","3,00"
3442740,F,Médio,"8,00","5,7%","55,90","2,00","27,00","2,00","3,00","4,00","2,00","3,00","8,00","8,00","0,00","0,00"
8896448,F,Médio,"7,00","1,8%","16,70","1,00","29,00","1,90","4,00","3,00","3,00","3,00","6,00","8,00","4,00","0,00"
3480928,M,Médio,"6,00","3,5%","23,40","1,00","25,00","2,20","2,00","2,00","4,00","3,00","5,00","4,00","4,00","1,00"
1415920,M,Médio,"6,00","4,1%","37,10","2,00","30,00","0,50","3,00","4,00","3,00","1,00","4,00","6,00","3,00","5,00"
4792681,M,Médio,"5,00","3,4%","38,40","2,00","26,00","1,10","3,00","2,00","3,00","5,00","4,00","6,00","5,00","4,00"
6655544,F,Médio,"6,00","2,7%","13,70","3,00","29,00","0,70","1,00","2,00","1,00","3,00","7,00","7,00","4,00","2,00"
1135328,M,Médio,"5,00","4,7%","62,50","2,00","25,00","1,10","1,00","3,00","3,00","2,00","2,00","5,00","6,00","4,00"
7579517,F,Médio,"8,00","3,9%","18,00","3,00","30,00","0,50","4,00","3,00","2,00","0,00","3,00","3,00","0,00","0,00"
9037780,F,Médio,"7,00","5,4%","60,60","2,00","28,00","1,10","2,00","3,00","4,00","3,00","7,00","3,00","3,00","7,00"
8671932,M,Médio,"6,00","3,3%","46,30","3,00","25,00","0,40","2,00","2,00","1,00","0,00","7,00","7,00","1,00","4,00"
5067034,M,Médio,"8,00","1,4%","13,60","0,00","27,00","0,60","4,00","4,00","2,00","1,00","6,00","9,00","4,00","2,00"
9843579,M,Médio,"8,00","4,8%","19,50","3,00","25,00","0,80","1,00","2,00","1,00","3,00","7,00","7,00","2,00","0,00"
2695813,M,Médio,"5,00","5,2%","9,20","0,00","27,00","0,40","3,00","3,00","4,00","3,00","6,00","5,00","8,00","3,00"
7394426,M,Médio,"5,00","4,3%","63,10","2,00","28,00","1,30","3,00","2,00","3,00","3,00","1,00","2,00","4,00","1,00"
7334814,M,Médio,"6,00","5,4%","46,10","3,00","29,00","3,10","4,00","2,00","3,00","2,00","5,00","6,00","7,00","1,00"
1097173,F,Médio,"7,00","3,3%","17,40","2,00","25,00","1,20","2,00","3,00","3,00","2,00","6,00","10,00","6,00","2,00"
1556386,F,Superior,"5,00","6,7%","41,30","3,00","28,00","0,70","0,00","2,00","2,00","4,00","5,00","3,00","1,00","6,00"
1695600,M,Médio,"6,00","4,4%","13,30","3,00","28,00","0,10","2,00","2,00","0,00","4,00","7,00","7,00","7,00","7,00"
7149374,F,Médio,"5,00","4,1%","46,50","2,00","30,00","1,50","3,00","2,00","0,00","1,00","3,00","5,00","4,00","0,00"
2570147,M,Médio,"6,00","4,8%","17,50","3,00","26,00","1,30","2,00","3,00","1,00","1,00","5,00","2,00","0,00","5,00"
7303518,M,Médio,"5,00","5,0%","46,40","3,00","29,00","1,60","1,00","2,00","3,00","3,00","5,00","2,00","9,00","8,00"
7226569,M,Médio,"8,00","4,1%","18,50","2,00","27,00","0,70","5,00","3,00","1,00","3,00","7,00","7,00","0,00","1,00"
3118361,M,Superior,"8,00","0,8%","16,70","2,00","29,00","3,60","1,00","4,00","2,00","3,00","5,00","6,00","6,00","1,00"
6918023,F,Superior,"7,00","2,5%","14,30","1,00","26,00","3,60","3,00","3,00","2,00","1,00","6,00","1,00","3,00","0,00"
4842378,M,Médio,"7,00","0,9%","11,80","1,00","27,00","2,90","2,00","3,00","2,00","2,00","6,00","8,00","1,00","7,00"
9236626,F,Superior,"8,00","3,1%","14,40","0,00","30,00","1,70","4,00","4,00","1,00","2,00","6,00","6,00","3,00","2,00"
2636605,M,Médio,"5,00","1,8%","35,50","0,00","30,00","3,80","3,00","2,00","4,00","1,00","1,00","4,00","0,00","3,00"
2205529,M,Médio,"8,00","2,2%","17,50","1,00","29,00","2,00","3,00","4,00","1,00","1,00","6,00","6,00","2,00","6,00"
7330437,F,Médio,"5,00","2,6%","17,10","2,00","25,00","3,10","2,00","2,00","3,00","3,00","4,00","5,00","6,00","8,00"
9243732,M,Superior,"5,00","5,2%","23,70","0,00","29,00","2,50","1,00","3,00","1,00","5,00","5,00","6,00","1,00","5,00"
8142531,F,Médio,"8,00","3,6%","16,30","2,00","30,00","1,90","4,00","3,00","2,00","4,00","7,00","0,00","2,00","0,00"
4296372,M,Médio,"5,00","6,5%","13,60","2,00","28,00","0,90","2,00","2,00","2,00","5,00","2,00","6,00","10,00","7,00"
3269593,M,Médio,"7,00","3,1%","29,00","0,00","26,00","2,00","4,00","3,00","3,00","2,00","4,00","9,00","2,00","1,00"
9193232,M,Médio,"7,00","3,6%","21,10","0,00","30,00","2,20","3,00","3,00","1,00","1,00","3,00","10,00","0,00","3,00"
9979757,M,Médio,"6,00","3,4%","16,50","1,00","30,00","1,00","2,00","2,00","3,00","4,00","3,00","8,00","5,00","10,00"
2231362,M,Médio,"7,00","2,8%","55,80","1,00","26,00","1,70","2,00","3,00","3,00","3,00","5,00","1,00","0,00","6,00"
5598143,M,Médio,"6,00","3,3%","14,10","1,00","25,00","0,70","3,00","3,00","3,00","3,00","5,00","6,00","0,00","5,00"
8909142,F,Médio,"8,00","5,1%","24,20","3,00","25,00","2,00","4,00","5,00","0,00","0,00","7,00","5,00","1,00","0,00"
8606565,F,Médio,"6,00","3,8%","37,50","2,00","25,00","0,50","2,00","2,00","0,00","1,00","4,00","2,00","5,00","5,00"
9433699,M,Médio,"8,00","3,5%","16,80","2,00","30,00","1,20","4,00","3,00","1,00","2,00","7,00","3,00","2,00","0,00"
1767293,M,Médio,"5,00","2,9%","17,80","1,00","26,00","1,90","3,00","2,00","4,00","5,00","4,00","6,00","9,00","4,00"
7956029,M,Médio,"6,00","6,3%","11,20","2,00","27,00","0,30","2,00","3,00","1,00","3,00","4,00","5,00","8,00","1,00"
8142657,F,Médio,"8,00","4,5%","17,70","3,00","29,00","0,90","3,00","4,00","1,00","1,00","10,00","7,00","2,00","2,00"
9592471,F,Superior,"5,00","6,1%","26,20","2,00","25,00","2,00","3,00","3,00","0,00","2,00","8,00","6,00","6,00","4,00"
7448682,F,Médio,"6,00","1,7%","12,00","0,00","29,00","1,20","4,00","3,00","2,00","2,00","5,00","0,00","2,00","4,00"
4548248,M,Médio,"5,00","3,5%","22,70","3,00","27,00","2,10","2,00","1,00","3,00","2,00","6,00","4,00","8,00","7,00"
4370317,F,Médio,"5,00","1,5%","14,00","0,00","28,00","1,40","1,00","2,00","3,00","5,00","3,00","6,00","7,00","4,00"
6027183,F,Médio,"6,00","2,0%","39,10","3,00","26,00","4,10","2,00","2,00","3,00","3,00","4,00","9,00","7,00","9,00"
8692995,M,Médio,"5,00","2,7%","14,90","0,00","27,00","1,30","1,00","1,00","2,00","5,00","3,00","5,00","2,00","7,00"
9038589,M,Médio,"8,00","5,8%","39,20","3,00","25,00","0,60","5,00","4,00","3,00","2,00","9,00","8,00","4,00","0,00"
3611723,M,Médio,"5,00","6,3%","19,80","2,00","28,00","1,50","2,00","2,00","3,00","2,00","5,00","0,00","6,00","8,00"
8646706,M,Médio,"5,00","2,2%","22,00","1,00","27,00","3,40","0,00","2,00","2,00","3,00","3,00","10,00","7,00","5,00"
8656868,F,Médio,"7,00","1,6%","15,80","0,00","26,00","2,10","4,00","4,00","1,00","5,00","3,00","7,00","6,00","3,00"
2690763,M,Superior,"6,00","1,9%","45,80","0,00","27,00","2,40","2,00","3,00","2,00","3,00","2,00","5,00","6,00","6,00"
1425643,F,Superior,"7,00","3,3%","10,30","2,00","30,00","0,60","4,00","3,00","3,00","3,00","4,00","4,00","3,00","0,00"
5564886,F,Médio,"6,00","5,9%","51,60","0,00","26,00","1,70","2,00","3,00","3,00","3,00","5,00","5,00","4,00","3,00"
3066720,M,Médio,"6,00","1,4%","22,30","0,00","27,00","1,90","4,00","3,00","2,00","1,00","3,00","6,00","4,00","7,00"
6348505,M,Médio,"8,00","3,3%","35,50","1,00","29,00","1,70","5,00","4,00","1,00","1,00","8,00","10,00","7,00","4,00"
2169168,F,Médio,"7,00","4,2%","13,80","0,00","25,00","2,90","3,00","3,00","3,00","0,00","5,00","2,00","3,00","3,00"
5361098,F,Médio,"5,00","6,2%","35,90","0,00","27,00","1,90","4,00","2,00","4,00","2,00","2,00","0,00","2,00","6,00"
9354870,F,Médio,"6,00","5,5%","18,40","3,00","30,00","0,10","2,00","2,00","1,00","3,00","4,00","5,00","1,00","3,00"
9037297,M,Médio,"6,00","1,8%","14,80","3,00","27,00","1,90","4,00","2,00","1,00","3,00","4,00","6,00","0,00","1,00"
4999681,F,Médio,"6,00","2,5%","25,70","1,00","25,00","3,30","3,00","2,00","3,00","4,00","8,00","7,00","6,00","1,00"
5990651,M,Médio,"7,00","3,5%","15,00","2,00","28,00","0,00","2,00","3,00","2,00","1,00","9,00","2,00","0,00","8,00"
3840021,F,Médio,"7,00","4,1%","10,50","0,00","26,00","1,00","5,00","2,00","3,00","5,00","7,00","9,00","1,00","1,00"
6512897,M,Médio,"5,00","4,5%","17,70","0,00","26,00","2,90","3,00","3,00","2,00","3,00","7,00","2,00","7,00","6,00"
8225147,M,Médio,"5,00","2,8%","10,20","1,00","28,00","2,00","2,00","2,00","3,00","2,00","6,00","5,00","7,00","1,00"
3844322,M,Médio,"8,00","2,1%","12,10","0,00","30,00","1,70","4,00","3,00","1,00","1,00","6,00","7,00","7,00","0,00"
9046321,F,Médio,"8,00","4,3%","23,40","0,00","28,00","0,20","2,00","3,00","1,00","2,00","9,00","9,00","2,00","3,00"
2000066,M,Médio,"5,00","3,6%","38,90","3,00","29,00","1,20","2,00","2,00","2,00","2,00","4,00","6,00","2,00","1,00"
5105700,M,Médio,"8,00","3,3%","63,60","2,00","27,00","0,70","4,00","4,00","2,00","0,00","7,00","3,00","3,00","3,00"
3907508,M,Médio,"6,00","2,7%","14,70","3,00","30,00","0,20","2,00","3,00","2,00","2,00","3,00","5,00","9,00","0,00"
4819587,F,Médio,"8,00","2,5%","23,30","1,00","26,00","2,80","5,00","3,00","1,00","3,00","8,00","5,00","3,00","1,00"
9296593,M,Médio,"5,00","4,5%","27,10","1,00","28,00","1,40","4,00","1,00","0,00","3,00","3,00","0,00","3,00","0,00"
3660819,M,Médio,"6,00","3,7%","18,70","0,00","28,00","3,50","4,00","3,00","2,00","2,00","5,00","3,00","1,00","6,00"
5688009,M,Médio,"6,00","3,2%","64,70","3,00","28,00","2,60","2,00","2,00","3,00","2,00","3,00","7,00","0,00","7,00"
4884110,M,Médio,"6,00","4,3%","13,80","0,00","25,00","2,60","1,00","3,00","2,00","5,00","5,00","2,00","4,00","4,00"
5367516,M,Superior,"6,00","6,5%","18,60","3,00","30,00","2,50","3,00","2,00","2,00","3,00","3,00","6,00","3,00","6,00"
4228829,F,Médio,"8,00","4,2%","26,50","3,00","29,00","1,30","3,00","4,00","1,00","1,00","5,00","4,00","2,00","4,00"
7193709,F,Médio,"6,00","3,7%","14,00","0,00","30,00","0,40","3,00","2,00","2,00","2,00","8,00","4,00","8,00","3,00"
6363726,F,Médio,"5,00","4,4%","14,60","1,00","25,00","1,60","1,00","3,00","4,00","3,00","5,00","1,00","7,00","8,00"
4004590,F,Médio,"8,00","7,1%","13,70","0,00","27,00","0,10","4,00","3,00","1,00","4,00","7,00","3,00","0,00","5,00"
8933111,F,Médio,"5,00","3,0%","49,90","1,00","30,00","0,40","1,00","2,00","3,00","5,00","3,00","1,00","1,00","5,00"
9924579,M,Médio,"7,00","5,8%","47,20","2,00","28,00","3,80","3,00","2,00","1,00","0,00","4,00","5,00","1,00","3,00"
9554660,M,Médio,"8,00","1,9%","41,70","2,00","26,00","2,30","3,00","3,00","0,00","3,00","5,00","5,00","2,00","4,00"
5978057,M,Médio,"8,00","2,7%","46,40","2,00","26,00","2,50","4,00","4,00","2,00","1,00","7,00","10,00","1,00","3,00"
9302885,F,Médio,"5,00","2,6%","13,80","3,00","30,00","1,80","2,00","3,00","2,00","3,00","6,00","6,00","6,00","7,00"
1512578,M,Médio,"7,00","3,5%","9,50","1,00","27,00","0,40","2,00","2,00","2,00","5,00","8,00","4,00","6,00","0,00"
6251275,M,Médio,"6,00","4,4%","39,40","1,00","25,00","0,30","2,00","2,00","3,00","2,00","5,00","9,00","8,00","8,00"
6315221,M,Médio,"8,00","3,5%","30,30","1,00","29,00","0,10","5,00","4,00","2,00","1,00","5,00","2,00","3,00","1,00"
1694630,F,Médio,"6,00","5,7%","12,90","3,00","27,00","4,50","2,00","3,00","3,00","1,00","5,00","4,00","6,00","3,00"
5436663,M,Superior,"6,00","4,3%","12,10","0,00","26,00","3,50","3,00","3,00","3,00","3,00","9,00","7,00","9,00","7,00"
9668693,M,Médio,"6,00","3,6%","28,40","0,00","27,00","1,90","4,00","3,00","3,00","1,00","4,00","3,00","5,00","3,00"
3030994,M,Médio,"8,00","4,0%","61,70","1,00","28,00","0,50","4,00","4,00","3,00","0,00","8,00","3,00","2,00","5,00"
9608717,F,Médio,"7,00","4,2%","15,50","1,00","28,00","0,30","3,00","3,00","3,00","0,00","6,00","1,00","10,00","8,00"
1203238,F,Superior,"5,00","4,8%","27,40","2,00","28,00","0,20","2,00","3,00","5,00","4,00","2,00","1,00","6,00","5,00"
7129840,M,Médio,"5,00","5,0%","12,80","1,00","28,00","1,00","0,00","2,00","3,00","2,00","4,00","0,00","10,00","3,00"
3155564,F,Médio,"7,00","2,9%","52,10","1,00","27,00","1,30","4,00","3,00","2,00","3,00","6,00","2,00","0,00","0,00"
7547518,F,Médio,"6,00","3,1%","29,60","2,00","28,00","1,50","3,00","2,00","2,00","1,00","3,00","3,00","0,00","7,00"
7833081,F,Médio,"6,00","5,8%","65,30","2,00","30,00","2,50","3,00","3,00","3,00","3,00","6,00","4,00","1,00","4,00"
2548733,F,Médio,"6,00","2,5%","11,80","3,00","30,00","1,90","2,00","2,00","4,00","3,00","4,00","4,00","7,00","0,00"
1335625,M,Médio,"5,00","3,8%","16,80","3,00","25,00","0,60","2,00","3,00","4,00","5,00","2,00","1,00","2,00","0,00"
2814653,F,Médio,"7,00","3,6%","37,20","3,00","27,00","0,30","3,00","3,00","1,00","1,00","6,00","7,00","1,00","2,00"
6406632,M,Médio,"6,00","3,8%","18,60","3,00","27,00","2,30","3,00","2,00","3,00","1,00","5,00","7,00","1,00","7,00"
6164542,M,Médio,"5,00","3,4%","16,00","3,00","30,00","1,20","2,00","2,00","2,00","5,00","6,00","5,00","7,00","8,00"
6917447,F,Médio,"5,00","3,9%","17,30","2,00","26,00","0,90","4,00","2,00","3,00","1,00","4,00","0,00","10,00","10,00"
4523685,M,Médio,"5,00","3,4%","48,20","2,00","30,00","1,30","3,00","2,00","3,00","3,00","4,00","5,00","0,00","8,00"
8789135,M,Médio,"8,00","3,4%","15,30","3,00","29,00","0,20","2,00","3,00","2,00","2,00","6,00","7,00","8,00","5,00"
1467026,M,Médio,"7,00","2,9%","30,90","3,00","26,00","1,70","4,00","3,00","1,00","0,00","6,00","6,00","1,00","1,00"
1905240,M,Superior,"6,00","3,4%","17,80","2,00","26,00","2,60","1,00","2,00","0,00","5,00","6,00","5,00","2,00","7,00"
9802148,M,Médio,"7,00","4,7%","15,30","2,00","27,00","0,40","4,00","2,00","2,00","0,00","7,00","8,00","5,00","0,00"
3068939,M,Médio,"8,00","2,8%","59,00","0,00","30,00","1,50","3,00","3,00","4,00","1,00","8,00","10,00","1,00","3,00"
6548020,F,Médio,"7,00","4,4%","38,60","3,00","28,00","1,80","2,00","3,00","2,00","3,00","6,00","9,00","8,00","5,00"
3318805,F,Médio,"8,00","4,2%","17,90","3,00","29,00","0,10","3,00","4,00","3,00","0,00","7,00","6,00","3,00","4,00"
1176497,M,Médio,"7,00","2,7%","16,80","1,00","25,00","3,20","5,00","3,00","1,00","3,00","5,00","5,00","2,00","8,00"
4408125,F,Médio,"5,00","0,5%","24,70","3,00","29,00","3,40","4,00","2,00","3,00","3,00","2,00","4,00","5,00","6,00"
8836194,M,Médio,"6,00","2,2%","37,20","1,00","28,00","2,90","3,00","2,00","1,00","2,00","7,00","3,00","10,00","5,00"
4893709,M,Superior,"7,00","4,6%","23,40","0,00","30,00","0,10","3,00","2,00","4,00","3,00","6,00","9,00","8,00","0,00"
7033776,F,Médio,"7,00","6,4%","34,70","2,00","28,00","0,70","4,00","3,00","2,00","2,00","4,00","7,00","1,00","3,00"
7638292,F,Médio,"7,00","3,5%","30,10","1,00","29,00","2,50","1,00","2,00","2,00","4,00","4,00","1,00","7,00","6,00"
4967176,M,Médio,"6,00","5,3%","14,30","1,00","25,00","0,80","4,00","2,00","2,00","0,00","10,00","6,00","5,00","0,00"
3800404,F,Superior,"7,00","2,7%","15,10","3,00","26,00","1,80","1,00","4,00","2,00","3,00","7,00","0,00","2,00","3,00"
6164826,F,Médio,"7,00","4,8%","20,40","1,00","29,00","1,50","4,00","3,00","2,00","3,00","9,00","3,00","2,00","3,00"
1863800,F,Médio,"5,00","3,5%","24,90","0,00","28,00","0,90","3,00","1,00","1,00","4,00","1,00","3,00","5,00","3,00"
1362262,M,Médio,"7,00","2,8%","58,50","2,00","27,00","0,90","4,00","3,00","1,00","4,00","7,00","4,00","7,00","2,00"
9894579,F,Médio,"6,00","4,9%","16,90","2,00","28,00","2,20","4,00","2,00","3,00","5,00","6,00","10,00","1,00","9,00"
9217186,F,Superior,"7,00","4,2%","28,10","1,00","25,00","2,30","4,00","4,00","1,00","1,00","4,00","6,00","6,00","1,00"
9871301,F,Médio,"7,00","3,1%","56,40","3,00","26,00","0,10","3,00","3,00","1,00","2,00","7,00","10,00","0,00","6,00"
7772083,F,Médio,"8,00","7,0%","10,50","0,00","25,00","2,30","5,00","4,00","0,00","2,00","4,00","7,00","3,00","1,00"
5342342,M,Médio,"5,00","3,0%","29,10","2,00","28,00","2,30","1,00","2,00","3,00","2,00","4,00","1,00","5,00","5,00"
7778978,M,Médio,"7,00","2,5%","20,50","2,00","25,00","0,10","3,00","3,00","2,00","2,00","6,00","8,00","2,00","3,00"
5558030,F,Superior,"6,00","5,5%","15,40","1,00","27,00","0,90","2,00","3,00","4,00","4,00","2,00","6,00","8,00","3,00"
1154101,M,Médio,"7,00","5,8%","35,60","3,00","27,00","1,50","4,00","2,00","3,00","2,00","3,00","9,00","5,00","4,00"
9096342,F,Médio,"8,00","3,6%","18,30","2,00","26,00","1,30","5,00","3,00","2,00","0,00","7,00","8,00","2,00","7,00"
8174521,F,Médio,"8,00","3,1%","41,80","3,00","26,00","1,70","5,00","3,00","1,00","1,00","6,00","6,00","6,00","1,00"
4939795,M,Médio,"8,00","3,3%","52,60","0,00","27,00","0,20","4,00","3,00","2,00","2,00","7,00","9,00","2,00","4,00"
1984498,M,Médio,"5,00","3,9%","19,90","0,00","26,00","0,50","2,00","2,00","3,00","3,00","4,00","5,00","10,00","6,00"
9360879,F,Superior,"6,00","5,3%","70,80","2,00","30,00","1,40","4,00","3,00","1,00","2,00","5,00","6,00","5,00","4,00"
6175707,M,Médio,"6,00","3,6%","46,50","1,00","26,00","0,50","4,00","3,00","3,00","2,00","9,00","5,00","0,00","5,00"
1034690,M,Médio,"5,00","5,4%","44,10","0,00","27,00","1,40","2,00","2,00","2,00","2,00","4,00","4,00","3,00","7,00"
6626456,M,Médio,"7,00","3,1%","15,30","0,00","25,00","2,50","4,00","3,00","1,00","1,00","6,00","9,00","2,00","3,00"
5678245,M,Médio,"6,00","3,6%","16,50","2,00","27,00","1,40","2,00","3,00","4,00","2,00","3,00","5,00","3,00","8,00"
3354211,F,Médio,"5,00","4,3%","24,60","3,00","30,00","0,70","0,00","2,00","3,00","5,00","3,00","10,00","7,00","2,00"
7572903,M,Médio,"5,00","4,9%","45,70","2,00","30,00","2,00","3,00","2,00","3,00","2,00","3,00","0,00","7,00","6,00"
7805763,M,Médio,"5,00","6,3%","26,00","3,00","30,00","0,00","2,00","1,00","5,00","5,00","5,00","2,00","2,00","3,00"
5949230,M,Médio,"7,00","4,0%","34,60","1,00","26,00","2,20","3,00","3,00","1,00","4,00","8,00","4,00","0,00","7,00"
5095231,M,Médio,"7,00","2,9%","14,60","0,00","27,00","0,40","3,00","3,00","2,00","2,00","5,00","5,00","1,00","7,00"
5555701,M,Médio,"6,00","0,8%","12,60","0,00","30,00","0,00","4,00","3,00","1,00","2,00","5,00","4,00","0,00","8,00"
4148568,F,Médio,"5,00","3,9%","26,10","1,00","26,00","0,00","2,00","1,00","3,00","2,00","4,00","10,00","5,00","7,00"
9018595,F,Médio,"7,00","1,5%","17,60","2,00","27,00","4,90","3,00","3,00","2,00","4,00","5,00","6,00","0,00","4,00"
7036624,F,Médio,"6,00","2,6%","18,20","1,00","28,00","0,00","3,00","3,00","0,00","0,00","7,00","2,00","9,00","2,00"
5860613,M,Médio,"8,00","3,0%","36,80","3,00","26,00","0,50","2,00","4,00","2,00","1,00","7,00","10,00","5,00","5,00"
5689444,F,Médio,"5,00","4,4%","18,60","2,00","28,00","3,30","1,00","2,00","3,00","3,00","4,00","1,00","7,00","4,00"
3931468,M,Médio,"7,00","1,9%","14,20","3,00","26,00","0,60","4,00","3,00","2,00","2,00","5,00","6,00","4,00","5,00"
1994885,F,Médio,"8,00","5,4%","56,70","2,00","30,00","1,70","3,00","4,00","1,00","1,00","7,00","7,00","9,00","4,00"
8598121,M,Médio,"8,00","5,5%","48,80","2,00","29,00","3,50","5,00","4,00","2,00","2,00","8,00","8,00","2,00","0,00"
9354982,M,Superior,"6,00","4,5%","17,40","0,00","26,00","0,60","2,00","2,00","1,00","1,00","6,00","5,00","0,00","3,00"
3945725,M,Médio,"6,00","3,8%","18,90","1,00","28,00","1,70","3,00","2,00","1,00","0,00","6,00","3,00","6,00","3,00"
8767972,F,Médio,"7,00","4,8%","40,00","2,00","27,00","3,90","3,00","3,00","3,00","3,00","4,00","7,00","0,00","2,00"
2035065,M,Médio,"8,00","4,8%","13,40","0,00","30,00","3,30","3,00","4,00","0,00","1,00","5,00","8,00","0,00","3,00"
9612044,F,Médio,"5,00","3,0%","41,50","2,00","27,00","1,80","1,00","2,00","4,00","4,00","5,00","3,00","1,00","1,00"
2951280,M,Superior,"5,00","4,4%","45,00","2,00","30,00","1,90","1,00","2,00","1,00","5,00","7,00","6,00","0,00","10,00"
1063550,M,Médio,"6,00","1,6%","48,40","3,00","30,00","3,70","3,00","2,00","1,00","3,00","5,00","4,00","0,00","3,00"
3984998,F,Médio,"6,00","5,1%","19,00","3,00","25,00","3,60","3,00","2,00","2,00","1,00","7,00","6,00","5,00","1,00"
